column1,name,serving_size,calories,total_fat,cholesterol,sodium,protein,histidine,isoleucine,leucine,lysine,methionine,phenylalanine,threonine,valine,saturated_fatty_acids,fatty_acids_total_trans
734,Beef reduced sodium bologna,100 g,310,28g,56mg,682.00 mg,11.70 g,0,0,0,0,0,0,0,0,11.676 g,56.00 mg
735,Fast foods hot fudge sundae,100 g,180,5.5g,13mg,115.00 mg,3.57 g,0.077 g,0.172 g,0.276 g,0.224 g,0.066 g,0.152 g,0.137 g,0.205 g,3.179 g,13.00 mg
736,KEEBLER Iced Oatmeal Cookies,100 g,467,18g,0,297.00 mg,6.50 g,0,0,0,0,0,0,0,0,5.800 g,0.00 mg
737,Ice creams fat free vanilla,100 g,138,0g,0,97.00 mg,4.48 g,0,0,0,0,0,0,0,0,0.000 g,0.00 mg
738,Turkey Pot Pie frozen entree,100 g,176,8.8g,16mg,350.00 mg,6.50 g,0,0,0,0,0,0,0,0,2.880 g,16.00 mg
739,Peanut butter reduced sodium,100 g,590,50g,0,203.00 mg,24.00 g,0,0,0,0,0,0,0,0,7.716 g,0.00 mg
740,Oil salad or cooking peanut,100 g,884,100g,0,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,16.900 g,0.00 mg
741,Turkey raw meat only whole,100 g,112,1.9g,67mg,118.00 mg,22.64 g,0.614 g,0.649 g,1.569 g,1.868 g,0.592 g,0.730 g,0.822 g,0.724 g,0.459 g,67.00 mg
742,Syrups fudge-type chocolate,100 g,350,8.9g,1mg,346.00 mg,4.60 g,0,0,0,0,0,0,0,0,3.980 g,1.00 mg
743,Corn steamed (Navajo) white,100 g,386,5.2g,0,4.00 mg,9.72 g,0,0.354 g,1.044 g,0.302 g,0.231 g,0.429 g,0.305 g,0,0.830 g,0
744,Fish raw mixed species eel,100 g,184,12g,126mg,51.00 mg,18.44 g,0.543 g,0.850 g,1.499 g,1.694 g,0.546 g,0.720 g,0.809 g,0.950 g,2.358 g,126.00 mg
745,Spices dried coriander leaf,100 g,279,4.8g,0,211.00 mg,21.93 g,0,0,0,0,0,0,0,0,0.115 g,0.00 mg
746,Popovers unenriched dry mix,100 g,371,4.3g,0,906.00 mg,10.40 g,0.229 g,0.407 g,0.747 g,0.249 g,0.191 g,0.517 g,0.293 g,0.458 g,0.983 g,0.00 mg
747,Lemon grass (citronella) raw,100 g,99,0.5g,0,6.00 mg,1.82 g,0,0,0,0,0,0,0,0,0.119 g,0.00 mg
748,Candies with almonds nougat,100 g,398,1.7g,0,33.00 mg,3.33 g,0,0,0,0,0,0,0,0,1.667 g,0.00 mg
749,Fish raw Atlantic mackerel,100 g,205,14g,70mg,90.00 mg,18.60 g,0.548 g,0.857 g,1.512 g,1.708 g,0.551 g,0.726 g,0.815 g,0.958 g,3.257 g,70.00 mg
750,Candies REESE'S PIECES Candy,100 g,497,25g,0,194.00 mg,12.46 g,0,0,0,0,0,0,0,0,16.420 g,0.00 mg
751,Sauce ready-to-serve cheese,100 g,174,13g,29mg,828.00 mg,6.71 g,0,0,0,0,0,0,0,0,6.010 g,29.00 mg
752,Noodles unenriched dry egg,100 g,384,4.4g,84mg,21.00 mg,14.16 g,0.378 g,0.593 g,1.139 g,0.429 g,0.268 g,0.748 g,0.430 g,0.686 g,1.180 g,84.00 mg
753,Egg scrambled cooked whole,100 g,149,11g,277mg,145.00 mg,9.99 g,0.245 g,0.532 g,0.861 g,0.705 g,0.297 g,0.535 g,0.442 g,0.676 g,3.331 g,277.00 mg
754,Egg raw fresh whole goose,100 g,185,13g,852mg,138.00 mg,13.87 g,0.346 g,0.647 g,1.188 g,1.030 g,0.624 g,0.910 g,0.797 g,0.958 g,3.595 g,852.00 mg
755,Jujube dried fresh Chinese,100 g,281,0.5g,0,5.00 mg,4.72 g,0,0,0,0,0,0,0,0,0,0.00 mg
756,GIRL SCOUTS Trefoils Cookies,100 g,498,23g,1mg,343.00 mg,5.70 g,0,0,0,0,0,0,0,0,7.300 g,1.00 mg
757,Quail raw meat only breast,100 g,123,3g,58mg,55.00 mg,22.59 g,0.857 g,1.233 g,1.938 g,1.977 g,0.716 g,0.980 g,1.131 g,1.225 g,0.870 g,58.00 mg
758,Blueberries sweetened dried,100 g,317,2.5g,0,3.00 mg,2.50 g,0,0,0,0,0,0,0,0,0.200 g,0.00 mg
759,McDONALD'S Hot Mustard Sauce,100 g,190,7.3g,0,902.00 mg,2.60 g,0,0,0,0,0,0,0,0,0.987 g,0
760,Candies PAYDAY Bar HERSHEYS,100 g,490,25g,0,231.00 mg,13.44 g,0.337 g,0.486 g,0.879 g,0.515 g,0.166 g,0.687 g,0.457 g,0.565 g,4.806 g,0.00 mg
761,Sauce ready-to-serve tartar,100 g,211,17g,7mg,667.00 mg,1.00 g,0,0,0,0,0,0,0,0,3.333 g,7.00 mg
762,Pulled pork in barbecue sauce,100 g,168,4.4g,35mg,666.00 mg,13.19 g,0,0,0,0,0,0,0,0,1.416 g,35.00 mg
763,Sauce thick white homemade,100 g,186,14g,6mg,373.00 mg,3.99 g,0.078 g,0.173 g,0.280 g,0.227 g,0.071 g,0.138 g,0.129 g,0.191 g,3.416 g,6.00 mg
764,Veal broiled cooked ground,100 g,172,7.6g,103mg,83.00 mg,24.38 g,0.885 g,1.201 g,1.940 g,2.009 g,0.569 g,0.984 g,1.065 g,1.347 g,3.040 g,103.00 mg
765,Bison raw grass-fed ground,100 g,146,7.2g,55mg,70.00 mg,20.23 g,0.742 g,0.977 g,1.736 g,1.877 g,0.547 g,0.859 g,0.918 g,1.089 g,2.917 g,55.00 mg
766,Bread bollilo Mexican roll,100 g,318,5.8g,1mg,506.00 mg,10.65 g,0,0,0,0,0,0,0,0,1.401 g,1.00 mg
767,McDONALD'S Chicken McNUGGETS,100 g,302,20g,44mg,566.00 mg,15.79 g,0,0,0,0,0,0,0,0,3.261 g,44.00 mg
768,Currants raw european black,100 g,63,0.4g,0,2.00 mg,1.40 g,0,0,0,0,0,0,0,0,0.034 g,0.00 mg
769,Pineapple all varieties raw,100 g,50,0.1g,0,1.00 mg,0.54 g,0.010 g,0.019 g,0.024 g,0.026 g,0.012 g,0.021 g,0.019 g,0.024 g,0.009 g,0.00 mg
770,Fish raw Atlantic wolffish,100 g,96,2.4g,46mg,85.00 mg,17.50 g,0.515 g,0.806 g,1.422 g,1.607 g,0.518 g,0.683 g,0.767 g,0.902 g,0.365 g,46.00 mg
771,Cereals ready-to-eat FAMILIA,100 g,388,6.3g,0,8.00 mg,9.50 g,0,0,0,0,0,0,0,0,0.711 g,0.00 mg
772,Leavening agents baking soda,100 g,0,0g,0,27360.00 mg,0.00 g,0,0,0,0,0,0,0,0,0.000 g,0.00 mg
773,Asparagus unprepared frozen,100 g,24,0.2g,0,8.00 mg,3.23 g,0.050 g,0.119 g,0.140 g,0.153 g,0.031 g,0.076 g,0.090 g,0.124 g,0.052 g,0.00 mg
774,English muffins whole-wheat,100 g,203,2.1g,0,364.00 mg,8.80 g,0.205 g,0.351 g,0.610 g,0.309 g,0.141 g,0.417 g,0.283 g,0.414 g,0.334 g,0.00 mg
775,Ice creams light chocolate,100 g,187,7.2g,28mg,71.00 mg,5.00 g,0,0,0,0,0,0,0,0,4.380 g,28.00 mg
776,Crackers wheat melba toast,100 g,374,2.3g,0,837.00 mg,12.90 g,0.286 g,0.489 g,0.884 g,0.344 g,0.213 g,0.615 g,0.371 g,0.571 g,0.337 g,0.00 mg
777,Crackers plain melba toast,100 g,390,3.2g,0,598.00 mg,12.10 g,0.261 g,0.462 g,0.844 g,0.280 g,0.214 g,0.596 g,0.342 g,0.520 g,0.445 g,0.00 mg
778,Crackers plain wafers rye,100 g,334,0.9g,0,557.00 mg,9.60 g,0,0,0,0,0,0,0,0,0.108 g,0.00 mg
779,Apples with skin gala raw,100 g,57,0.1g,0,1.00 mg,0.25 g,0,0,0,0,0,0,0,0,0,0
780,Fish dry heat cooked ling,100 g,111,0.8g,51mg,173.00 mg,24.35 g,0.717 g,1.122 g,1.979 g,2.236 g,0.721 g,0.950 g,1.067 g,1.254 g,0,51.00 mg
781,Fish dry heat cooked cusk,100 g,112,0.9g,53mg,40.00 mg,24.35 g,0.717 g,1.122 g,1.979 g,2.236 g,0.721 g,0.950 g,1.067 g,1.254 g,0,53.00 mg
782,Peanut spread reduced sugar,100 g,650,55g,0,292.00 mg,24.80 g,0,0,0,0,0,0,0,0,10.220 g,0.00 mg
783,Beerwurst pork beer salami,100 g,238,19g,59mg,1240.00 mg,14.24 g,0.419 g,0.485 g,0.943 g,1.032 g,0.355 g,0.451 g,0.565 g,0.510 g,6.280 g,59.00 mg
784,Babyfood junior beef meat,100 g,81,2.5g,51mg,41.00 mg,12.03 g,0,0,0,0,0,0,0,0,1.180 g,51.00 mg
785,Peppers sauteed red sweet,100 g,133,13g,0,21.00 mg,1.04 g,0.017 g,0.022 g,0.037 g,0.037 g,0.006 g,0.053 g,0.042 g,0.032 g,1.557 g,0.00 mg
786,Tree fern with salt cooked,100 g,40,0.1g,0,241.00 mg,0.29 g,0,0,0,0,0,0,0,0,0,0.00 mg
787,Pheasant meat and skin raw,100 g,181,9.3g,71mg,40.00 mg,22.70 g,0.864 g,1.228 g,1.870 g,2.015 g,0.643 g,0.876 g,1.108 g,1.230 g,2.700 g,71.00 mg
788,Oil salad or cooking olive,100 g,884,100g,0,2.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,13.808 g,0.00 mg
789,Squash raw hubbard winter,100 g,40,0.5g,0,7.00 mg,2.00 g,0.037 g,0.078 g,0.114 g,0.074 g,0.025 g,0.078 g,0.060 g,0.086 g,0.103 g,0.00 mg
790,Rambutan syrup pack canned,100 g,82,0.2g,0,11.00 mg,0.65 g,0,0,0,0,0,0,0,0,0,0.00 mg
791,Fish raw Atlantic herring,100 g,158,9g,60mg,90.00 mg,17.96 g,0.529 g,0.828 g,1.460 g,1.650 g,0.532 g,0.701 g,0.787 g,0.925 g,2.040 g,60.00 mg
792,Bologna beef pork chicken,100 g,272,23g,83mg,1120.00 mg,11.33 g,0,0,0,0,0,0,0,0,6.997 g,83.00 mg
793,DENNY'S golden fried shrimp,100 g,319,20g,83mg,1400.00 mg,13.88 g,0.278 g,0.615 g,1.110 g,0.941 g,0.338 g,0.627 g,0.495 g,1.098 g,3.515 g,83.00 mg
794,McDONALD'S Hot Fudge Sundae,100 g,186,5.9g,13mg,94.00 mg,4.14 g,0,0,0,0,0,0,0,0,3.592 g,13.00 mg
795,Fish raw spanish mackerel,100 g,139,6.3g,76mg,59.00 mg,19.29 g,0.568 g,0.889 g,1.568 g,1.771 g,0.571 g,0.753 g,0.846 g,0.994 g,1.828 g,76.00 mg
796,PEPPERIDGE FARM White Bread,100 g,280,5.1g,1mg,511.00 mg,0.01 g,0,0,0,0,0,0,0,0,1.300 g,1.00 mg
797,Crackers low sodium cheese,100 g,503,25g,13mg,458.00 mg,10.10 g,0.245 g,0.424 g,0.744 g,0.418 g,0.194 g,0.490 g,0.295 g,0.478 g,9.638 g,13.00 mg
798,USDA Commodity canned pork,100 g,196,13g,75mg,213.00 mg,19.40 g,0,0,0,0,0,0,0,0,4.225 g,75.00 mg
799,Orange Pineapple Juice Blend,100 g,51,0.1g,0,4.00 mg,0.41 g,0,0,0,0,0,0,0,0,0.011 g,0.00 mg
800,Beverages hard cider AMBER,100 g,56,0g,0,4.00 mg,0.00 g,0,0,0,0,0,0,0,0,0.000 g,0.00 mg
801,Babyfood apple-banana juice,100 g,51,0.1g,0,4.00 mg,0.20 g,0,0,0,0,0,0,0,0,0.018 g,0.00 mg
802,Spices ground mustard seed,100 g,508,36g,0,13.00 mg,26.08 g,0.878 g,1.183 g,2.080 g,1.844 g,0.483 g,1.173 g,0.838 g,1.509 g,1.989 g,0.00 mg
803,ON THE BORDER refried beans,100 g,144,5g,6mg,378.00 mg,7.30 g,0,0,0,0,0,0,0,0,1.819 g,6.00 mg
804,Cornmeal white whole-grain,100 g,362,3.6g,0,35.00 mg,8.12 g,0.248 g,0.291 g,0.996 g,0.228 g,0.170 g,0.399 g,0.305 g,0.411 g,0.505 g,0.00 mg
805,Ground turkey raw fat free,100 g,112,2g,55mg,51.00 mg,23.57 g,0.695 g,1.052 g,1.939 g,2.101 g,0.691 g,0.915 g,1.078 g,1.088 g,0.487 g,55.00 mg
806,Kanpyo (dried gourd strips),100 g,258,0.6g,0,15.00 mg,8.58 g,0,0,0,0,0,0,0,0,0.045 g,0.00 mg
807,Pancakes reduced fat plain,100 g,269,1.9g,24mg,429.00 mg,5.71 g,0,0,0,0,0,0,0,0,0.000 g,24.00 mg
808,Tennis Bread plain (Apache),100 g,258,1.1g,0,810.00 mg,9.00 g,0,0,0,0,0,0,0,0,0.270 g,0
809,USDA Commodity canned beef,100 g,246,18g,77mg,187.00 mg,20.52 g,0.634 g,0.909 g,1.677 g,1.720 g,0.495 g,0.848 g,0.857 g,1.028 g,8.590 g,77.00 mg
810,Cockles raw (Alaska Native),100 g,79,0.7g,0,0,13.50 g,0,0,0,0,0,0,0,0,0,0
811,Yogurt lowfat plain Greek,100 g,73,1.9g,10mg,34.00 mg,9.95 g,0.130 g,0.286 g,0.529 g,0.471 g,0.155 g,0.286 g,0.216 g,0.434 g,1.230 g,10.00 mg
812,Apples with skin fuji raw,100 g,63,0.2g,0,1.00 mg,0.20 g,0,0,0,0,0,0,0,0,0,0
813,Cheese low sodium parmesan,100 g,451,30g,79mg,63.00 mg,41.60 g,0,0,0,0,0,0,0,0,19.051 g,79.00 mg
814,Peppers canned hot pickled,100 g,22,0.4g,0,1430.00 mg,0.80 g,0,0,0,0,0,0,0,0,0.061 g,0.00 mg
815,McDONALD'S Hotcakes (plain),100 g,228,5.8g,13mg,358.00 mg,6.00 g,0,0,0,0,0,0,0,0,1.158 g,13.00 mg
816,Lettuce raw cos or romaine,100 g,17,0.3g,0,8.00 mg,1.23 g,0.021 g,0.045 g,0.076 g,0.064 g,0.015 g,0.065 g,0.043 g,0.055 g,0.039 g,0.00 mg
817,MURRAY JACKS Vanilla Wafers,100 g,438,12g,6mg,331.00 mg,4.80 g,0,0,0,0,0,0,0,0,3.800 g,6.00 mg
818,Noodles dry soba japanese,100 g,336,0.7g,0,792.00 mg,14.38 g,0.339 g,0.553 g,0.937 g,0.607 g,0.204 g,0.617 g,0.503 g,0.707 g,0.136 g,0.00 mg
819,Beverages powder Cocoa mix,100 g,398,4g,0,504.00 mg,6.67 g,0,0,0,0,0,0,0,0,2.377 g,0.00 mg
820,Game meat raw ground deer,100 g,157,7.1g,80mg,75.00 mg,21.78 g,0.646 g,0.929 g,1.645 g,1.756 g,0.505 g,0.818 g,0.818 g,1.050 g,3.361 g,80.00 mg
821,Dessert topping pressurized,100 g,264,22g,0,62.00 mg,0.98 g,0.029 g,0.060 g,0.097 g,0.079 g,0.030 g,0.053 g,0.041 g,0.070 g,18.912 g,0.00 mg
822,Cheese reduced fat cheddar,100 g,309,20g,76mg,628.00 mg,27.35 g,0,0,0,0,0,0,0,0,12.602 g,76.00 mg
823,Cream light whipping fluid,100 g,292,31g,111mg,34.00 mg,2.17 g,0.059 g,0.131 g,0.213 g,0.172 g,0.054 g,0.105 g,0.098 g,0.145 g,19.337 g,111.00 mg
824,Cream heavy whipping fluid,100 g,340,36g,113mg,27.00 mg,2.84 g,0.066 g,0.146 g,0.234 g,0.124 g,0.066 g,0.130 g,0.126 g,0.170 g,23.032 g,113.00 mg
825,Pinon Nuts roasted (Navajo),100 g,541,34g,0,310.00 mg,7.41 g,0,0,0,0,0,0,0,0,3.210 g,0
826,Mothbeans raw mature seeds,100 g,343,1.6g,0,30.00 mg,22.94 g,0.771 g,1.138 g,1.541 g,1.248 g,0.220 g,1.028 g,0,0.734 g,0.364 g,0.00 mg
827,Bread toasted pumpernickel,100 g,275,3.4g,0,655.00 mg,9.50 g,0.216 g,0.366 g,0.661 g,0.273 g,0.171 g,0.464 g,0.293 g,0.435 g,0.481 g,0.00 mg
828,Bread enriched white pita,100 g,275,1.2g,0,536.00 mg,9.10 g,0.195 g,0.349 g,0.634 g,0.219 g,0.160 g,0.446 g,0.257 g,0.394 g,0.166 g,0.00 mg
829,Beef raw ground grass-fed,100 g,198,13g,62mg,68.00 mg,19.42 g,0,0,0,0,0,0,0,0,5.335 g,62.00 mg
830,Muffins dry mix wheat bran,100 g,396,12g,0,700.00 mg,7.10 g,0.170 g,0.245 g,0.453 g,0.259 g,0.112 g,0.303 g,0.212 g,0.322 g,2.939 g,0.00 mg
831,Candies semisweet chocolate,100 g,480,30g,0,11.00 mg,4.20 g,0.073 g,0.164 g,0.257 g,0.212 g,0.044 g,0.204 g,0.168 g,0.254 g,17.750 g,0.00 mg
832,Sauce dry cheese sauce mix,100 g,438,18g,23mg,3202.00 mg,7.68 g,0,0,0,0,0,0,0,0,8.440 g,23.00 mg
833,Cranberry juice unsweetened,100 g,46,0.1g,0,2.00 mg,0.39 g,0,0,0,0,0,0,0,0,0.010 g,0.00 mg
834,Ostrich cooked tip trimmed,100 g,145,2.6g,85mg,80.00 mg,28.49 g,0.716 g,1.354 g,2.315 g,2.516 g,0.796 g,1.176 g,1.250 g,1.407 g,1.000 g,85.00 mg
835,Cake dry mix light yellow,100 g,404,5.5g,0,604.00 mg,4.70 g,0.098 g,0.185 g,0.324 g,0.191 g,0.074 g,0.221 g,0.140 g,0.208 g,1.367 g,0.00 mg
836,Buckwheat flour whole-groat,100 g,335,3.1g,0,11.00 mg,12.62 g,0.294 g,0.474 g,0.792 g,0.640 g,0.164 g,0.495 g,0.482 g,0.646 g,0.677 g,0.00 mg
837,Sweet potato mashed canned,100 g,101,0.2g,0,75.00 mg,1.98 g,0.037 g,0.099 g,0.145 g,0.097 g,0.049 g,0.119 g,0.098 g,0.129 g,0.041 g,0.00 mg
838,Sausage smoked hot turkey,100 g,158,8.8g,53mg,916.00 mg,15.05 g,0.470 g,0.783 g,1.199 g,1.418 g,0.436 g,0.597 g,0.669 g,0.800 g,3.401 g,53.00 mg
839,Pastrami 98% fat-free beef,100 g,95,1.2g,47mg,1010.00 mg,19.60 g,0.549 g,0.745 g,1.266 g,1.322 g,0.400 g,0.621 g,0.651 g,0.759 g,0.000 g,47.00 mg
840,Fish dry heat cooked scup,100 g,135,3.5g,67mg,54.00 mg,24.21 g,0.713 g,1.115 g,1.967 g,2.223 g,0.716 g,0.945 g,1.061 g,1.247 g,0,67.00 mg
841,Fish dry heat cooked spot,100 g,158,6.3g,77mg,37.00 mg,23.73 g,0.699 g,1.094 g,1.929 g,2.179 g,0.702 g,0.926 g,1.040 g,1.223 g,1.859 g,77.00 mg
842,Rice raw long-grain brown,100 g,367,3.2g,0,5.00 mg,7.54 g,0.202 g,0.336 g,0.657 g,0.303 g,0.179 g,0.410 g,0.291 g,0.466 g,0.591 g,0.00 mg
843,Babyfood junior lamb meat,100 g,112,5.2g,38mg,42.00 mg,15.20 g,0.384 g,0.714 g,1.200 g,1.349 g,0.476 g,0.598 g,0.693 g,0.770 g,2.560 g,38.00 mg
844,Oil and olive peanut corn,100 g,884,100g,0,0.00 mg,0.00 g,0,0,0,0,0,0,0,0,14.367 g,0.00 mg
845,Soy flour roasted full-fat,100 g,439,22g,0,12.00 mg,38.09 g,0.938 g,1.688 g,2.834 g,2.316 g,0.469 g,1.816 g,1.511 g,1.737 g,3.162 g,0.00 mg
846,Fish dry heat cooked carp,100 g,162,7.2g,84mg,63.00 mg,22.86 g,0.673 g,1.054 g,1.858 g,2.100 g,0.677 g,0.893 g,1.002 g,1.178 g,1.388 g,84.00 mg
847,Fish raw european anchovy,100 g,131,4.8g,60mg,104.00 mg,20.35 g,0.599 g,0.938 g,1.654 g,1.869 g,0.602 g,0.794 g,0.892 g,1.048 g,1.282 g,60.00 mg
848,Game meat raw wild rabbit,100 g,114,2.3g,81mg,50.00 mg,21.79 g,0.611 g,1.034 g,1.698 g,1.908 g,0.545 g,0.895 g,0.975 g,1.108 g,0.690 g,81.00 mg
849,PACE Dry Taco Seasoning Mix,100 g,188,0g,0,8068.00 mg,0.00 g,0,0,0,0,0,0,0,0,0.000 g,0.00 mg
850,Alfalfa seeds raw sprouted,100 g,23,0.7g,0,6.00 mg,3.99 g,0,0.143 g,0.267 g,0.214 g,0,0,0.134 g,0.145 g,0.069 g,0.00 mg
851,Squash raw (Navajo) Indian,100 g,26,0.2g,0,20.00 mg,0.52 g,0,0,0,0,0,0,0,0,0,0
852,Fish raw Atlantic croaker,100 g,104,3.2g,61mg,56.00 mg,17.78 g,0.523 g,0.819 g,1.445 g,1.633 g,0.526 g,0.694 g,0.780 g,0.916 g,1.088 g,61.00 mg
853,SMART SOUP Greek Minestrone,100 g,40,0.5g,0,138.00 mg,1.70 g,0,0,0,0,0,0,0,0,0.000 g,0.00 mg
854,Cream lowfat half and half,100 g,72,5g,17mg,50.00 mg,3.33 g,0,0,0,0,0,0,0,0,3.276 g,17.00 mg
855,Babyfood mixed fruit juice,100 g,47,0.1g,0,8.00 mg,0.10 g,0,0,0,0,0,0,0,0,0.015 g,0.00 mg
856,Milk shakes thick chocolate,100 g,119,2.7g,11mg,111.00 mg,3.05 g,0.083 g,0.185 g,0.299 g,0.242 g,0.076 g,0.147 g,0.138 g,0.204 g,1.681 g,11.00 mg
857,Grapefruit juice raw white,100 g,39,0.1g,0,1.00 mg,0.50 g,0,0,0,0,0,0,0,0,0.014 g,0.00 mg
858,Babyfood arrowroot cookies,100 g,424,10g,0,319.00 mg,7.60 g,0,0,0,0,0,0,0,0,1.048 g,0.00 mg
859,Fish raw Atlantic pollock,100 g,92,1g,71mg,86.00 mg,19.44 g,0.572 g,0.896 g,1.580 g,1.786 g,0.576 g,0.759 g,0.852 g,1.002 g,0.135 g,71.00 mg
860,Egg raw fresh whole duck,100 g,185,14g,884mg,146.00 mg,12.81 g,0.320 g,0.598 g,1.097 g,0.951 g,0.576 g,0.840 g,0.736 g,0.885 g,3.681 g,884.00 mg
861,McDONALD'S Sausage McMUFFIN,100 g,333,21g,39mg,693.00 mg,12.66 g,0,0,0,0,0,0,0,0,7.253 g,39.00 mg
862,HEALTHY REQUEST Tomato juice,100 g,21,0g,0,198.00 mg,0.82 g,0,0,0,0,0,0,0,0,0.000 g,0.00 mg
863,Crackers whole-wheat matzo,100 g,351,1.5g,0,2.00 mg,13.10 g,0.310 g,0.489 g,0.889 g,0.371 g,0.204 g,0.620 g,0.382 g,0.597 g,0.243 g,0.00 mg
864,Soup dry cubed beef broth,100 g,170,4g,4mg,24000.00 mg,17.30 g,0,0,0,0,0,0,0,0,1.990 g,4.00 mg
865,Puddings ready-to-eat rice,100 g,108,2.2g,12mg,97.00 mg,3.23 g,0,0,0,0,0,0,0,0,1.208 g,12.00 mg
866,Pectin dry mix unsweetened,100 g,325,0.3g,0,200.00 mg,0.30 g,0,0,0,0,0,0,0,0,0.050 g,0.00 mg
867,Candies CARAMELLO Candy Bar,100 g,462,21g,27mg,122.00 mg,6.19 g,0,0,0,0,0,0,0,0,12.720 g,27.00 mg
868,Veal raw external fat only,100 g,503,52g,86mg,89.00 mg,8.85 g,0.321 g,0.436 g,0.704 g,0.729 g,0.206 g,0.357 g,0.387 g,0.489 g,19.082 g,86.00 mg
869,Seeds raw breadfruit seeds,100 g,191,5.6g,0,25.00 mg,7.40 g,0.207 g,0.443 g,0.563 g,0.570 g,0.096 g,0.797 g,0.385 g,0.535 g,1.509 g,0.00 mg
870,Mushrooms stir-fried white,100 g,26,0.3g,0,12.00 mg,3.58 g,0.061 g,0.082 g,0.130 g,0.116 g,0.034 g,0.092 g,0.116 g,0.251 g,0.040 g,0.00 mg
871,Snacks rolls fruit leather,100 g,371,3g,0,317.00 mg,0.10 g,0,0,0,0,0,0,0,0,0.672 g,0.00 mg
872,Sauce thin white homemade,100 g,105,6.7g,8mg,328.00 mg,3.77 g,0.089 g,0.198 g,0.320 g,0.259 g,0.082 g,0.157 g,0.147 g,0.219 g,2.152 g,8.00 mg
873,Sauce ready-to-serve salsa,100 g,29,0.2g,0,711.00 mg,1.52 g,0,0,0,0,0,0,0,0,0.021 g,0.00 mg
874,Peppers raw red hot chili,100 g,40,0.4g,0,9.00 mg,1.87 g,0.041 g,0.065 g,0.105 g,0.089 g,0.024 g,0.062 g,0.074 g,0.084 g,0.042 g,0.00 mg
875,Squash raw scallop summer,100 g,18,0.2g,0,1.00 mg,1.20 g,0.026 g,0.043 g,0.070 g,0.067 g,0.017 g,0.042 g,0.029 g,0.054 g,0.041 g,0.00 mg
876,Currants raw red and white,100 g,56,0.2g,0,1.00 mg,1.40 g,0,0,0,0,0,0,0,0,0.017 g,0.00 mg
877,Crustaceans raw blue crab,100 g,87,1.1g,78mg,293.00 mg,18.06 g,0.367 g,0.875 g,1.433 g,1.572 g,0.508 g,0.763 g,0.731 g,0.849 g,0.222 g,78.00 mg
878,Pie fillings cherry canned,100 g,115,0.1g,0,18.00 mg,0.37 g,0.006 g,0.009 g,0.013 g,0.016 g,0.002 g,0.008 g,0.009 g,0.012 g,0.018 g,0.00 mg
879,Yogurt nonfat plain Greek,100 g,59,0.4g,5mg,36.00 mg,10.19 g,0,0,0,0,0,0,0,0,0.117 g,5.00 mg
880,Crackers reduced fat wheat,100 g,444,13g,0,776.00 mg,9.34 g,0.203 g,0.330 g,0.620 g,0.188 g,0.142 g,0.427 g,0.280 g,0.417 g,2.112 g,0.00 mg
881,Gravy powder dry mushroom,100 g,328,4g,3mg,6580.00 mg,10.00 g,0,0,0,0,0,0,0,0,2.360 g,3.00 mg
882,Gravy dry unspecified type,100 g,344,8g,4mg,5730.00 mg,13.00 g,0,0,0,0,0,0,0,0,2.860 g,4.00 mg
883,Seeds low-fat sesame flour,100 g,333,1.8g,0,39.00 mg,50.14 g,1.476 g,2.157 g,3.841 g,1.608 g,1.656 g,2.658 g,2.081 g,2.800 g,0.201 g,0.00 mg
884,Mushrooms microwaved white,100 g,35,0.5g,0,17.00 mg,3.91 g,0.065 g,0.086 g,0.137 g,0.123 g,0.036 g,0.097 g,0.122 g,0.265 g,0.060 g,0.00 mg
885,Beverages AMP Energy drink,100 g,46,0.1g,0,27.00 mg,0.25 g,0,0,0,0,0,0,0,0,0.000 g,0.00 mg
886,SILK Black Cherry soy yogurt,100 g,88,1.2g,0,12.00 mg,2.35 g,0,0,0,0,0,0,0,0,0.000 g,0.00 mg
887,Snack original bar BALANCE,100 g,415,12g,1mg,253.00 mg,28.00 g,0,0,0,0,0,0,0,0,1.149 g,1.00 mg
888,Beverages well tap water,100 g,0,0g,0,0,0.00 g,0,0,0,0,0,0,0,0,0,0
889,Chrysanthemum raw garland,100 g,24,0.6g,0,118.00 mg,3.36 g,0,0,0,0,0,0,0,0,0,0.00 mg
890,Stew moose (Alaska Native),100 g,55,0.5g,0,222.00 mg,6.60 g,0,0,0,0,0,0,0,0,0.010 g,0
891,Ice creams rich chocolate,100 g,251,17g,60mg,57.00 mg,4.72 g,0,0,0,0,0,0,0,0,10.377 g,60.00 mg
892,Oil walrus (Alaska Native),100 g,900,100g,120mg,0,0.00 g,0,0,0,0,0,0,0,0,0,120.00 mg
893,Grapefruit juice raw pink,100 g,39,0.1g,0,1.00 mg,0.50 g,0,0,0,0,0,0,0,0,0.014 g,0.00 mg
894,Babyfood junior ham meat,100 g,97,3.8g,29mg,44.00 mg,11.30 g,0.514 g,0.718 g,1.208 g,1.283 g,0.386 g,0.576 g,0.656 g,0.779 g,1.271 g,29.00 mg
895,Radish seeds raw sprouted,100 g,43,2.5g,0,6.00 mg,3.81 g,0,0,0,0,0,0,0,0,0.767 g,0.00 mg
